Sample,Broad,Country,X499.9,X499.33,X498.53,X497.41,X495.2,X494.1,X492.77,X491.95,X489.89,X488.9,X488.4,X487.7,X486.68,X485.8,X485.4,X484.9,X484.1,X482.73,X481.56,X479.9,X478.58,X477.1,X475.65,X474.8,X473.27,X472.18,X471.5,X469.97,X468.81,X467.7,X466.8,X465.85,X464.72,X464.3,X463.84,X462.66,X461.07,X459.57,X457.9,X456,X454.97,X454.23,X453.2,X451.67,X450.9,X449.9,X449.01,X447.61,X446.9,X446.2,X445.24,X444.21,X443.3,X442.85,X442.04,X441.04,X440.28,X439.25,X438.23,X436.88,X436.1,X435.22,X434.3,X433.48,X432.27,X431.49,X430.47,X429.8,X429.2,X428.53,X427.2,X426.7,X425.65,X424.35,X423.4,X421.82,X421.02,X420.2,X419.1,X417.79,X415.97,X415.1,X414.03,X411.64,X410.42,X408.86,X408.04,X407.25,X406.53,X406.3,X406.2,X406.1,X405.31,X404.9,X404.8,X404.7,X404.6,X404.3,X403.65,X402.59,X401.95,X401.4,X400.35,X399.73,X398.96,X398.2,X397.43,X396.6,X395.98,X394.85,X394.07,X393.77,X392.89,X391.59,X390.49,X389.45,X388.33,X387.7,X387.08,X385.86,X385.18,X384.48,X383.31,X382.8,X382.7,X382.6,X381.98,X381.4,X381.06,X380.13,X378.9,X378.6,X378.3,X378.03,X377.5,X376.15,X375.14,X373.93,X372.99,X372.3,X372.01,X371.25,X370.6,X370.1,X369.26,X368.43,X367.66,X367.08,X366.37,X365.52,X365,X363.87,X363,X362.5,X361.78,X360.49,X360,X359.5,X359.3,X358.58,X357.53,X356.67,X355.8,X353.63,X352.66,X352.1,X351.4,X350.04,X348.72,X347.8,X347.1,X346.09,X345.06,X344.37,X343.61,X342.45,X342,X341.8,X341.4,X340.24,X339.61,X338.48,X337.13,X336.1,X335.53,X334.33,X332.58,X331.8,X330.28,X329.45,X328.31,X327.18,X325.18,X324.12,X323,X322.02,X321.07,X319.66,X318.7,X317.66,X316.5,X315.82,X314.95,X313.31,X312,X311.3,X310.24,X309.38,X308.75,X308.03,X306.86,X305.7,X305.2,X304.23,X303.12,X302.14,X300.9,X300.47,X299.41,X298.36,X297.62,X296.66,X295.46,X293.87,X292.74,X292,X290.93,X289.75,X287.85,X286.38,X285.15,X283.58,X282.44,X281.4,X280.12,X279.2,X278.5,X277.56,X276.8,X276.2,X274.3,X269.67,X268.2,X266.2,X264.75,X263,X259.8,X257.84,X255.9,X254.96,X253.28,X251.82,X250.33,X249.09,X247.53,X246.16,X245.23,X244.26,X243.23,X242.44,X241.13,X240.3,X239.48,X237.69,X236.48,X235.5,X234.9,X233.98,X232.3,X229.47,X227.53,X226.17,X225.17,X223.61,X222.33,X220.64,X219.7,X215.03,X212.5,X210.6,X202.85,X187.7,X179.3,X175.12,X166.45,X162.65,X160.9,X159.1,X157.8,X154.8,X152.84,X151.8,X142.05,X136.65,X133.65,X130.85,X126.5,X124.39,X123.4,X121.59,X120.35,X119.43,X117.4,X116.34,X115.67,X114.7,X113.87,X112.49,X110.11,X108.1,X107.57,X106.75,X105.6,X104.67,X102.27,X101.6,X100.69,X499.9.1,X499.33.1,X498.53.1,X497.41.1,X495.2.1,X494.1.1,X492.77.1,X491.95.1,X489.89.1,X488.9.1,X488.4.1,X487.7.1,X486.68.1,X485.8.1,X485.4.1,X484.9.1,X484.1.1,X482.73.1,X481.56.1,X479.9.1,X478.58.1,X477.1.1,X475.65.1,X474.8.1,X473.27.1,X472.18.1,X471.5.1,X469.97.1,X468.81.1,X467.7.1,X466.8.1,X465.85.1,X464.72.1,X464.3.1,X463.84.1,X462.66.1,X461.07.1,X459.57.1,X457.9.1,X456.1,X454.97.1,X454.23.1,X453.2.1,X451.67.1,X450.9.1,X449.9.1,X449.01.1,X447.61.1,X446.9.1,X446.2.1,X445.24.1,X444.21.1,X443.3.1,X442.85.1,X442.04.1,X441.04.1,X440.28.1,X439.25.1,X438.23.1,X436.88.1,X436.1.1,X435.22.1,X434.3.1,X433.48.1,X432.27.1,X431.49.1,X430.47.1,X429.8.1,X429.2.1,X428.53.1,X427.2.1,X426.7.1,X425.65.1,X424.35.1,X423.4.1,X421.82.1,X421.02.1,X420.2.1,X419.1.1,X417.79.1,X415.97.1,X415.1.1,X414.03.1,X411.64.1,X410.42.1,X408.86.1,X408.04.1,X407.25.1,X406.53.1,X406.3.1,X406.2.1,X406.1.1,X405.31.1,X404.9.1,X404.8.1,X404.7.1,X404.6.1,X404.3.1,X403.65.1,X402.59.1,X401.95.1,X401.4.1,X400.35.1,X399.73.1,X398.96.1,X398.2.1,X397.43.1,X396.6.1,X395.98.1,X394.85.1,X394.07.1,X393.77.1,X392.89.1,X391.59.1,X390.49.1,X389.45.1,X388.33.1,X387.7.1,X387.08.1,X385.86.1,X385.18.1,X384.48.1,X383.31.1,X382.8.1,X382.7.1,X382.6.1,X381.98.1,X381.4.1,X381.06.1,X380.13.1,X378.9.1,X378.6.1,X378.3.1,X378.03.1,X377.5.1,X376.15.1,X375.14.1,X373.93.1,X372.99.1,X372.3.1,X372.01.1,X371.25.1,X370.6.1,X370.1.1,X369.26.1,X368.43.1,X367.66.1,X367.08.1,X366.37.1,X365.52.1,X365.1,X363.87.1,X363.1,X362.5.1,X361.78.1,X360.49.1,X360.1,X359.5.1,X359.3.1,X358.58.1,X357.53.1,X356.67.1,X355.8.1,X353.63.1,X352.66.1,X352.1.1,X351.4.1,X350.04.1,X348.72.1,X347.8.1,X347.1.1,X346.09.1,X345.06.1,X344.37.1,X343.61.1,X342.45.1,X342.1,X341.8.1,X341.4.1,X340.24.1,X339.61.1,X338.48.1,X337.13.1,X336.1.1,X335.53.1,X334.33.1,X332.58.1,X331.8.1,X330.28.1,X329.45.1,X328.31.1,X327.18.1,X325.18.1,X324.12.1,X323.1,X322.02.1,X321.07.1,X319.66.1,X318.7.1,X317.66.1,X316.5.1,X315.82.1,X314.95.1,X313.31.1,X312.1,X311.3.1,X310.24.1,X309.38.1,X308.75.1,X308.03.1,X306.86.1,X305.7.1,X305.2.1,X304.23.1,X303.12.1,X302.14.1,X300.9.1,X300.47.1,X299.41.1,X298.36.1,X297.62.1,X296.66.1,X295.46.1,X293.87.1,X292.74.1,X292.1,X290.93.1,X289.75.1,X287.85.1,X286.38.1,X285.15.1,X283.58.1,X282.44.1,X281.4.1,X280.12.1,X279.2.1,X278.5.1,X277.56.1,X276.8.1,X276.2.1,X274.3.1,X269.67.1,X268.2.1,X266.2.1,X264.75.1,X263.1,X259.8.1,X257.84.1,X255.9.1,X254.96.1,X253.28.1,X251.82.1,X250.33.1,X249.09.1,X247.53.1,X246.16.1,X245.23.1,X244.26.1,X243.23.1,X242.44.1,X241.13.1,X240.3.1,X239.48.1,X237.69.1,X236.48.1,X235.5.1,X234.9.1,X233.98.1,X232.3.1,X229.47.1,X227.53.1,X226.17.1,X225.17.1,X223.61.1,X222.33.1,X220.64.1,X219.7.1,X215.03.1,X212.5.1,X210.6.1,X202.85.1,X187.7.1,X179.3.1,X175.12.1,X166.45.1,X162.65.1,X160.9.1,X159.1.1,X157.8.1,X154.8.1,X152.84.1,X151.8.1,X142.05.1,X136.65.1,X133.65.1,X130.85.1,X126.5.1,X124.39.1,X123.4.1,X121.59.1,X120.35.1,X119.43.1,X117.4.1,X116.34.1,X115.67.1,X114.7.1,X113.87.1,X112.49.1,X110.11.1,X108.1.1,X107.57.1,X106.75.1,X105.6.1,X104.67.1,X102.27.1,X101.6.1,X100.69.1
NCI1.1A,Introduced,CI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,?,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,1,0,0,?,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,0,0,0,0,0,0,0,?,0,?,0,0,0,?,0,?,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,0,0,0,0,?,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,0,0,0,0,0,?,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,?,0,0,0,0,0,?,0,0,0,0,0,0,?,0,?,0,0,0,?,0,0,0,0,0,?,0,?,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,1,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,?,0,0,?,0,?,0,0,0,0,?,0,0,0,0,0,?,0,0,?,0,0,0,0,?,0,?,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,?,0,0,0,?,0,?,0,?,0,0,?,0,1,?,0,0,?,0,0,0,0,0,?,0,0,0,?,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,?,?,0,0,0,0,0,?,0,?,0,0,?,?,?,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,0,0,0,0,0,0,0,0,0,?
NCI1.4A,Introduced,CI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,?,0,?,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,?,0,0,0,0,1,0,1,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,?,0,0,0,0,0,1,1,0,0,0,0,0,0,0,?
NCR4.1A,Introduced,Crete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,0,0,0,0,0,0,0,?,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,?,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCR5.1A,Introduced,Crete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,?,0,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,0,0,0,0,0,0,0,?,0,0,?,0,0,0,0,0,0,?,?,0,?,0,?,0,0,0,0,?,0,0,0,?,0,?,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,?,0,?,0,?,0,0,?,0,0,0,0,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,?,0,0,0,0,?,0,0,0,?,0,?,0,0,0,1,0,0,0,0,?,0,0,0,0,0,0,?,0,0,?,0,?,0,0,?,0,0,0,?,0,?,0,?,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,1,0,0,?,0,0,0,?,0,?,0,1,0,0,?,0,?,1,0,0,?,0,0,?,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,?,0,?,0,0,?,?,?,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,?,0,0,0,0,0,0,0,?,0,0
NCR5.2A,Introduced,Crete,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,?,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCY1.1A,Introduced,Crete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,0,0,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,0,0,0,0,0,0,0,0,0,0,?,?,0,0,0,0,0,0,0,?,?,?,0,0,0,0,0,0,0,?,1,0,0,0,0,?,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,?,0,0,0,0,0,?,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,1,?,0,0,0,0,0,0,0,?,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,?,0,0,0,0,0,?,0,0,?,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,?,0,0,?,0,0,0,?,0,?,0,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,?,?,0,0,?,0,0,0,?,0,?,0,1,0,0,?,0,?,1,0,0,?,0,0,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,0,0,0,0,0,?,0,?,0,0,?,?,?,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,?,0,0,0,0,0,0,0,?,0,0
NCY1.5A,Introduced,Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,?,?,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,1,0,?,0,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,0,0,0,0,0,0,?,0,0,?,?,0,0,0,0,0,0,0,?,0,?,0,0,0,?,?,?,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,?,0,0,0,0,?,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,?,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,1,0,0,?,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,1,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,?,1,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,?,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0
